text,created_at,n_words,party,bias-1,positive-1,figurative-0,offensive-1
@realDonaldTrump Bless you and your extreme level of ignorance. It's almost cute if it wasn't so shocking.,2017-02-17 11:53:09,7,Rep,0.24501390755176544,0.076508805,0.6228429675102234,0.703538179397583
@JoeNBC @realDonaldTrump @JoyAnnReid @DumpTrump TRUMP* stars in 'It's a Beautiful Mind' at 70 minute press conferen… https://t.co/s2foYM1b9q,2017-02-17 11:53:11,8,Rep,0.20976731181144714,0.16788878,0.6339584589004517,0.0970204621553421
"@realDonaldTrump 
Make sure you get Lockheed on the phone while there!
#lockheedmartin 
#conflictsofinterest",2017-02-17 11:53:19,5,Rep,0.32716986536979675,0.021833027,0.22457990050315854,0.16675178706645966
"@HillaryClinton continues to be regal, informed and my pick for President!  Thank you to all the Clintons for their… https://t.co/9EX1DKJA7H",2017-02-17 11:53:29,7,Dem,0.2576068341732025,0.00040665723,0.9221511483192444,0.06257687509059906
".@realDonaldTrump 
Wall Street Journal Runs Fake News on Trump and the Intelligence Community | Rush https://t.co/8RZppiu6Pd",2017-02-17 11:53:33,10,Rep,0.10363747924566268,0.00017241828000000002,0.7641566395759583,0.1996906250715256
@mdj20000 @pastormarkburns @HillaryClinton what policies? As a independent who's voted Democrat for 20 years I haven't seen any..,2016-08-30 14:41:46,7,Dem,0.786377489566803,0.006105881999999999,0.8672741055488586,0.05346628278493881
@realDonaldTrump Thank you! We ALL see what @Twitter is doing to you comment thread....shameful,2017-02-17 08:48:05,5,Rep,0.11358445137739183,0.0007238969,0.4713301658630371,0.6124029159545898
"@realDonaldTrump You really are delusional if you believe this, as the spotlight is actually on the moron president",2017-02-17 08:48:48,7,Rep,0.534299373626709,0.024476515,0.7249783277511597,0.9426546096801758
You are a fucking embarrassment to this nation. My beagle could do a better job and she licks her own ass. https://t.co/PchC8H68lb,2017-02-17 11:51:57,9,Nothing,0.2314617782831192,0.0015669515,0.464482307434082,0.9500962495803832
@realDonaldTrump if you are talking jobs today. How about a response to my question conserning 12 million jobs? #PONTUS #Jobs #trump,2017-02-17 11:52:21,9,Rep,0.2808456420898437,0.05594133,0.22422704100608826,0.025585226714611053
"@realDonaldTrump stop fucking whining all the time. Its all you do. When u said we would be tired of winning, i think u misspelled whining.",2017-02-17 11:52:28,13,Rep,0.2376076281070709,0.33520323,0.5621418356895447,0.9921499490737916
Speaking of fake: re the woman tesifying to Gorsuch character- Slight tinge of East Europe accent noticed. childhoo… https://t.co/ZwSorq32e7,2017-02-17 11:52:29,13,Nothing,0.1468692123889923,5.0486073e-05,0.4999814033508301,0.0808766633272171
Are you kidding? It was 77 minutes of you talking about how everything affects you. #narcissism #lies https://t.co/H1DY9jvmr1,2017-02-17 11:52:31,6,Nothing,0.38373035192489613,0.011680204,0.6434925198554993,0.22415447235107425
@catsu @realDonaldTrump your brain was already deported. Why don't you go join it?,2017-02-17 11:52:33,5,Rep,0.1967269331216812,0.27122682,0.8755378723144531,0.1904916763305664
@realDonaldTrump it's about time that everyone needs to stop acting like babies! Let's all work together!,2017-02-17 11:52:35,10,Rep,0.3727746605873108,0.0036535765999999997,0.5399789810180664,0.17559033632278442
Majority of Britons support the UK's invitation to @realDonaldTrump of a state visit https://t.co/BgMCanNJHH… https://t.co/kZrldD4V0I,2017-02-17 11:52:37,7,Rep,0.36510002613067627,0.71294993,0.8877098560333252,0.048797950148582465
Read those last two sentences again with a straight face 😂😂🤣 https://t.co/aAScyRbJ7R,2017-02-17 11:52:49,6,Nothing,0.6290874481201172,0.023436315,0.6147861480712891,0.4725781381130218
@realDonaldTrump we need to go back to space  Boeing would be the best company to make that happen it would make more jobs happen,2017-02-17 11:53:09,14,Rep,0.3667384386062622,0.00651377,0.21415239572525024,0.07722995430231094
"@realDonaldTrump You are delusional &amp; Rush is having Vicodin binge hallucination. You need mental health help stat.
https://t.co/EfaECY7KDR",2017-02-17 11:53:10,11,Rep,0.15482883155345914,0.006486444,0.43720486760139465,0.6054063439369202
@realDonaldTrump My Jeff Foxworthy impression: If you think Steve Douche has more credibility than the NYTimes...You might be a moron.,2017-02-17 11:53:19,10,Rep,0.20364585518836972,0.004657059,0.10790058225393297,0.989584982395172
@realDonaldTrump so u can take credit for lowering costs and deals already in the works with Obama? Ok!,2017-02-17 11:53:21,11,Dem,0.16086986660957334,0.034945708,0.5443178415298462,0.09261512011289597
@realDonaldTrump Americans not happy... but Rush L... he is the greatest for now... and about the only one left on the wrong side,2017-02-17 11:53:24,10,Rep,0.38615721464157104,0.92332643,0.6754735112190247,0.09155511111021042
@realDonaldTrump you were a bit to harsh with that orthodox jew. He didn't mean to offend you,2017-02-17 11:53:28,6,Rep,0.15774710476398468,0.20741749,0.521149218082428,0.3016587495803833
@realDonaldTrump The media is going to have a rough eight years!  😁,2017-02-17 11:53:31,5,Rep,0.2960599958896637,0.041626013999999996,0.7875494956970215,0.05880041792988777
@RupertMyers @realDonaldTrump is that how to talk.  Just a clear example of how you liberals behave. Stop dividing the country &amp;@support him,2017-02-17 11:53:36,9,Rep,0.5194380283355713,0.001637125,0.8494082689285278,0.4950563907623291
"@realDonaldTrump Mr.President,why dont you comment on Arsene Wenger's continuous defeat!He becomes source of heart desease for many people!",2017-02-17 08:47:04,14,Rep,0.24024902284145355,0.004731211,0.496473103761673,0.10536111891269684
@realDonaldTrump How does it feel to be the butt of late night monologues EVERY NIGHT?,2017-02-17 08:48:05,7,Rep,0.38490065932273865,0.1677391,0.859510600566864,0.9051732420921326
Shame that dems can't see past the smoke and past presidents. It baffles me. https://t.co/In7xgM1Wvp,2017-02-17 08:48:48,9,Nothing,0.2784564793109894,0.0006419037999999999,0.6659085154533386,0.7961397767066956
"If the factory owner was a Victorian despot who let his staff die up chimneys, perhaps ... https://t.co/YwFDsqNv3P",2017-02-17 08:49:06,9,Nothing,0.1171332821249962,0.023339153999999997,0.3591557741165161,0.3050574064254761
"@realDonaldTrump still (if true) we don't want 2pay 4ur wife's stay@Ttower
#trumpghazi #ImpeachTrump #showhistaxes #stophim",2017-02-17 08:49:54,7,Rep,0.4441870748996735,0.049848635,0.5632855892181396,0.1734931468963623
@realDonaldTrump Your team is as big a joke as you are if you think that went well. Next time finish the clown act… https://t.co/BKqppIGX7s,2017-02-17 11:52:20,11,Rep,0.5735248923301697,0.00030894863,0.3791505694389343,0.945343554019928
"@realDonaldTrump God blessings, all what you need and the deplorable loyal to you. Walk in water with chin up despite the lies and blasfemia",2017-02-17 11:52:24,11,Rep,0.3798290193080902,0.00027845197,0.9660372734069824,0.13022767007350922
@realDonaldTrump Adore you President Trump and Love everything U R doing 4 our country!America became great again the day U won!,2017-02-17 11:52:35,14,Rep,0.4092561602592468,0.99985135,0.5023122429847717,0.07415751367807387
@IngrahamAngle @Morning_Joe @realDonaldTrump the voter rejected them all why would we change our minds they are strengthening our resolve,2017-02-17 11:52:43,7,Rep,0.15172646939754486,0.0019170775,0.8345627784729004,0.1519237458705902
@rolandscahill @realDonaldTrump Are you saying only you thoughts count? Are u to big to serve your country? Are u the only one that matters?,2017-02-17 11:52:44,10,Rep,0.1894427090883255,0.7656350000000001,0.6593425273895264,0.1861097365617752
"AT: Despite some delays in approving Dr. Tom Price, oh and the Russia thing, the repeal of ObamaCare is moving fast! https://t.co/fGQQZwfJxM",2017-02-17 11:52:48,13,Dem,0.325968474149704,0.0010311381,0.4268549382686615,0.1571287214756012
Good morning! Sir! You did a great job! I like it. 😜😜 https://t.co/ZPl5g0aUoL,2017-02-17 11:52:55,6,Nothing,0.2686973214149475,0.9983719000000001,0.477515310049057,0.04132843017578125
@realDonaldTrump - Is this it?  Is this a drained swamp?  'Cause it's ugly and chaotic...,2017-02-17 11:53:00,5,Rep,0.17179805040359494,0.00928955,0.5821102261543274,0.8255913257598877
@RealDonaldTrump blasted on social media for 'sociopathic' press conference https://t.co/EHDLqjWRiu,2017-02-17 11:53:03,6,Rep,0.14069202542304993,0.23113911,0.7891280055046082,0.01864917017519474
"@realDonaldTrump talk, talk, talk,.... Lie, lie, lie",2017-02-17 11:53:26,6,Rep,0.4751589298248291,4.2888833999999995e-05,0.6279997229576111,0.4195372462272644
@Resistrump_Jrio @CNN @realDonaldTrump Good Morning now u r free to laugh also until cribbing over election result,2017-02-17 11:53:29,10,Rep,0.1666460782289505,0.9867693000000001,0.7127450108528137,0.0928017869591713
@realDonaldTrump So good of you to start writing sketches for SNL.,2017-02-17 11:53:31,5,Rep,0.36871862411499023,0.9518325000000001,0.36667400598526,0.1748502403497696
@Rc4trum @dapperlaughs @Chris194227 @realDonaldTrump he just asked what hair products he uses hun y u crying?,2017-02-17 11:53:34,7,Rep,0.17943277955055234,0.03539645,0.394121915102005,0.20126844942569733
.@realDonaldTrump @POTUS expected to arrive in North Charleston around noon today. LIVE coverage w/ @WLTX… https://t.co/Sx14OkJ1u6,2017-02-17 11:53:36,10,Rep,0.1770586371421814,0.005505296999999999,0.9246205687522888,0.15105584263801575
@realDonaldTrump was actually embarrassed by you and for you..nothing great about it you treat people like garbage and you ramble on. Sad,2017-02-17 11:53:46,10,Rep,0.27793172001838684,0.90983427,0.3026069700717926,0.8338538408279419
"@realDonaldTrump u called @HillaryClinton ""crooked"" thru out the campaign BUT U now earned title of DISHONEST DONNY #lies #Pressconference",2017-02-17 11:53:51,10,Dem,0.31103336811065674,0.3721286,0.5853016972541809,0.6897400617599487
We can sure hope it does. Bring @CNN and media dishonesty down a few pegs. Get @MSNBC  next. https://t.co/g1w3l64MPg,2017-02-17 11:53:59,9,Nothing,0.5937355756759644,0.0442888,0.5523823499679565,0.1460922807455063
@realDonaldTrump you know fake means... like your tan... the news is real.,2017-02-17 11:54:01,7,Rep,0.287611186504364,0.0045403345,0.27215245366096497,0.21457034349441528
@KellyMezz @CDoranHarader @JVER1 @realDonaldTrump Gosh I Miss Those Ole Movies With Shirley Temple In Them.,2017-02-17 08:47:39,6,Rep,0.27512359619140625,0.0033951502,0.0742979645729065,0.07823951542377472
@POTUS @realDonaldTrump Just let the adults in the country take charge so you can go back to being whatever the hell it was you were before.,2017-02-17 08:47:45,10,Rep,0.3101300597190857,0.0019443007000000002,0.3601197898387909,0.8424684405326843
"@POTUS @realDonaldTrump And you fucking suck, dude. You really fucking suck at pretty much everything.",2017-02-17 08:49:08,9,Rep,0.21126769483089447,0.0034609507,0.435762107372284,0.9867934584617616
A Medical Theory for @realDonaldTrump’s Bizarre Behavior - He's Got Syphilis    https://t.co/vw40pgfDgu,2017-02-17 11:52:11,6,Rep,0.06929042935371399,8.769454e-05,0.7453650832176208,0.2134117931127548
@realDonaldTrump it's high time you shook yourself out of your alternative reality ! National spectacle is what it was!!,2017-02-17 11:52:12,7,Rep,0.2413621693849564,0.0028079532000000003,0.5223395228385925,0.10959810018539427
@realDonaldTrump I'd rather have Grant come to South Carolina again....,2017-02-17 11:52:21,5,Rep,0.413231760263443,0.042873102999999996,0.7799637317657471,0.09927201271057128
"@realDonaldTrump ...Float like a butterfly, sting like a bee....The media rope-a-dope..Pass the popcorn.. Enjoy!",2017-02-17 11:52:51,12,Rep,0.21210794150829315,0.0007062474,0.3333834111690521,0.1590321809053421
@realDonaldTrump great job yesterday sir. The Press has been so liberal and so one-sided that it makes me wanna puke.,2017-02-17 11:52:57,11,Rep,0.37977471947669983,0.94581807,0.32766056060791016,0.27100732922554016
@WKPromotions @MarkPygas @realDonaldTrump who wants to back a liar that acts like a petulant child?,2017-02-17 11:53:10,7,Rep,0.14500492811203006,0.00011430568000000002,0.5352553129196167,0.9548355937004088
"@BBCJonSopel at @realDonaldTrump press conference BBC is ""impartial free &amp; fair"" 😂😂😂😂😂😂😂😂😂😂😂😂",2017-02-17 11:53:15,7,Rep,0.060524187982082374,0.011928165,0.5661563873291016,0.11800498515367508
"@realDonaldTrump ha ha, Limbaugh is as fake as it gets. You came off as a complete loon. A total failure. A loser.",2017-02-17 11:53:16,11,Rep,0.17213523387908936,0.00020458726999999998,0.056977935135364526,0.9949912428855896
@realDonaldTrump Don't forget to tell Boeing you don't need THEIR Air Force One. Putin I'm sure can steal a plane... just for you.,2017-02-17 11:53:34,12,Rep,0.09514182806015016,0.0020052113,0.2275478541851044,0.2673717439174652
@WKPromotions @MarkPygas @realDonaldTrump I'm sure you were crying the same song when the Kenyan Muslim commie was in office right?,2017-02-17 11:53:37,8,Rep,0.16100336611270905,0.032715577999999995,0.12820245325565338,0.7982727885246277
". @realDonaldTrump Mr. President, Please speak out against the rising incidents of anti-semitism &amp; hate crime. https://t.co/xPLtt41DAt",2017-02-17 11:53:40,11,Rep,0.11744863539934157,0.017785521000000002,0.6533876061439514,0.4647581577301026
@realDonaldTrump oh yeah?  Please elaborate how  will millions of Americans will be covered. what's your plan? What health insurance?,2017-02-17 11:53:42,10,Rep,0.287007212638855,0.043734804,0.05468330532312393,0.05997005850076675
"@realDonaldTrump I also look at your @ mentions on here and it's nothing but at. Where are these ""nice statements"" at?",2017-02-17 11:53:46,6,Rep,0.16309751570224762,0.009940618,0.23238076269626615,0.036414477974176414
@realDonaldTrump Let every soul be subject unto the higher powers. For there is no power but of God: the powers that be are ordained of God,2017-02-17 11:53:53,12,Rep,0.2911858856678009,1.29655655e-05,0.9795753359794616,0.11290568858385085
@9NewsLA @realDonaldTrump it's good to see someone stand up to the fake news media .bunch of  crybabies,2017-02-17 08:47:05,9,Rep,0.21177436411380768,0.38333872,0.22910113632678986,0.7394550442695618
@jackschofield @realDonaldTrump bs. Hillary approved it as sec of state. Then she gets big donation to her slush fund,2017-02-17 08:47:52,10,Rep,0.25475257635116577,0.20780866,0.7667338848114014,0.2453264743089676
@realDonaldTrump   I am a coal mining woman...for 16+ years....and I truly believe you ❤️ this country and the American people!!,2017-02-17 08:48:21,10,Rep,0.3644640147686005,0.0037957574,0.8624091148376465,0.1654641330242157
Variety: .CNN says it's doing just fine despite realDonaldTrump's attacks https://t.co/PhYyFUmksP https://t.co/DQY5yIGGgI,2017-02-17 08:48:27,7,Rep,0.1937195062637329,8.464597e-05,0.9516797661781312,0.3210437297821045
@realDonaldTrump look@British towns destroyed by Islamic immigration yet govt supports it In the end Russians &amp; Americans will have to save,2017-02-17 08:49:41,13,Rep,0.14408929646015167,0.07561213,0.4189273416996002,0.7010334134101868
"For #10,001, I'd like to dedicate this tweet to the man who has arguably turned the current world order upside down, @realDonaldTrump",2017-02-17 11:52:10,10,Rep,0.1946456879377365,0.20139125,0.575025737285614,0.1453312337398529
"@realDonaldTrump Your in a different reality-Your so called ""Press Conference"" was embarrassing &amp; scary. If your qu… https://t.co/IJNNi4qx7D",2017-02-17 11:52:19,9,Rep,0.11446747928857805,1.935975e-05,0.5290908813476562,0.3763270080089569
Any followers in the Charleston area today? @realDonaldTrump needs to be shown some southern hospitality.… https://t.co/klmyk9ykGB,2017-02-17 11:52:20,8,Rep,0.2826109826564789,0.0016133662,0.7232345342636108,0.06416144222021103
"@IngrahamAngle @Morning_Joe @realDonaldTrump uhh, and same ilk that threw slow pitch softballs to @BarackObama.",2017-02-17 11:52:27,6,Dem,0.17514103651046753,0.063610315,0.16659517586231232,0.2609881162643433
@realDonaldTrump yeah! I like how you told them had the biggest Electoral College victory ever... for Republicans... named Donald. Facts 😂😂😂,2017-02-17 11:52:32,12,Rep,0.3884328007698059,0.041266199999999996,0.336228221654892,0.2120031863451004
@realDonaldTrump Mr. President.   Your press conference was AMAZING !!!  😆😆😆😆😆   I LOVED IT  !!!,2017-02-17 11:52:37,6,Rep,0.4641102850437164,0.49619540000000006,0.5558088421821594,0.024022197350859642
@realDonaldTrump hop on that Russian ship and get the hell out od America!,2017-02-17 11:52:43,7,Rep,0.24447329342365265,0.006741818,0.7678124904632568,0.5298790335655212
@realDonaldTrump thank you for the pure comedy and entertainment. Perhaps the most deluded person ever. EVER!,2017-02-17 11:52:50,9,Rep,0.4228021502494812,0.016993105,0.4081414639949799,0.7705080509185791
"@realDonaldTrump 
You're doing this on purpose aren't you Donald? No-one, absolutely no-one, could actually be this childish and superficial",2017-02-17 11:52:55,9,Rep,0.3074037730693817,0.0012410643,0.5324129462242126,0.4660264253616333
"@foxandfriends @SteveHiltonx @MooreintheAM @jaketapper @realDonaldTrump many, although censored-dismissed, thought president hit a home run",2017-02-17 11:52:56,9,Rep,0.24782398343086245,0.00023943631000000002,0.539553701877594,0.2399619817733765
@realDonaldTrump If a CEO in a private sector organization had a press conference like that they would be fired immediately.,2017-02-17 11:53:00,10,Rep,0.13337315618991852,0.02240857,0.47560915350914,0.1059003472328186
"McDonald #Trump, the Lyin' King 
is a #FAKE Lion King
@realDonaldTrump @POTus
#SAD",2017-02-17 11:53:02,5,Rep,0.2460120916366577,0.031790998,0.5003241896629333,0.2902056872844696
"@realDonaldTrump Like Trump said, media will hollow all day about their ass whipping. We love our C in Chief a man of his word.",2017-02-17 11:53:12,13,Rep,0.32664310932159424,0.007747493,0.6690885424613953,0.1467340886592865
@maddow @realDonaldTrump @CNN It seems President Trump wants to destroy US Government so Russia &amp; Putin to  march into USA and take over,2017-02-17 11:53:20,13,Rep,0.1435627043247223,2.3445229999999996e-05,0.5769866704940796,0.5023348331451416
"@realDonaldTrump Rush Limbaugh is a drug addicted tool! Your conference was great alright. A great insight into your insanity. Resign, sir.",2017-02-17 11:53:39,13,Rep,0.2504829168319702,0.8933315000000001,0.970057249069214,0.27431416511535645
@FoxBusiness @realDonaldTrump Such Problems will be solved with #Trumps the new Presidential Secret Service! Nobody needs 17 intel orgs!,2017-02-17 08:48:19,11,Rep,0.2543225586414337,0.107770495,0.7419442534446716,0.2907921373844147
@realDonaldTrump I don't need to media to tell me ANYTHING.  My eyes and my brain told me exactly what I need to know. You are deeply unfit.,2017-02-17 08:49:02,12,Rep,0.2964540421962738,0.00021498854,0.4356424808502197,0.470805287361145
"@Reuters 
@realDonaldTrump : Why do Jews have big noses?
@netanyahu : Why?
@realDonaldTrump : Because air is free",2017-02-17 08:49:30,5,Rep,0.3692754805088043,0.22887437,0.22179077565670013,0.5656442046165466
"@realDonaldTrump Yes, Big Brother, you did work hard trying to deflect from the recent scandal with Gen. Flynn. All hail BB!",2017-02-17 11:52:07,13,Rep,0.2595394551753998,0.10332390000000001,0.05768769606947899,0.27888891100883484
"@realDonaldTrump Yes he's hateful like your hateful you just project your faults &amp; shortcomings on others to make yourself feel great, SAD!",2017-02-17 11:52:08,13,Rep,0.2598030865192413,0.25864136,0.12768064439296722,0.6945059299468994
@TomthunkitsMind @SharonHoole @realDonaldTrump Yup with a straight face too! I guess he thinks we are all stupid? Not us 🇨🇦! Very smart ppl,2017-02-17 11:52:23,10,Rep,0.3991533219814301,0.018195786000000002,0.22467635571956635,0.8066633343696594
@realDonaldTrump a crooked doc is your idea of a good choice. Figured,2017-02-17 11:52:25,6,Rep,0.4821505844593048,0.84225684,0.5747364163398743,0.25097206234931946
@dapperlaughs @Rc4trum @realDonaldTrump I think he's look would suit you dapper 😂,2017-02-17 11:52:32,5,Rep,0.32179617881774897,0.104534015,0.4000270068645477,0.1100269854068756
"@realDonaldTrump nice, keep up the good work of repealing that crappy law!",2017-02-17 11:52:48,7,Rep,0.2824018597602844,0.29359993,0.12821777164936066,0.7360961437225342
@realDonaldTrump ... the best live comedy show ... a disgrace,2017-02-17 11:53:00,5,Rep,0.4816314578056336,0.99808455,0.5651264190673828,0.7441037893295288
"@realDonaldTrump @Mike_P_Williams ""You can't"". Fuck you, yes they can. And they can as soon as gov race baiters get out of their way.",2017-02-17 11:53:04,11,Rep,0.3193991184234619,0.020051368,0.36683043837547297,0.9480634927749634
"@NewDay @AlisynCamerota @ChrisCuomo  @realdonaldtrump press conf distracted from topic regarding his administration, flynn, and Russia",2017-02-17 11:53:12,8,Nothing,0.02775735035538673,0.0037411367999999998,0.5991901159286499,0.0626726746559143
"@realDonaldTrump I would challenge you to a battle of wits, but I see you are unarmed",2017-02-17 11:53:14,6,Rep,0.2674519419670105,0.119098224,0.764755368232727,0.4690086543560028
@realDonaldTrump worst presidential press conference ever.,2017-02-17 11:53:17,5,Rep,0.4086456000804901,4.1387525e-06,0.4571158587932586,0.7593820691108704
@mikd33 @realDonaldTrump An your sun God is good old radicals like Karl Marx an the haters of the USA.,2017-02-17 11:53:38,10,Rep,0.12312811613082884,0.023505416,0.6992453932762146,0.3882569074630737
@realDonaldTrump my friend is on Obama Care and is devastated by cost.  She is so happy by what you are doing.  Thank you!  God bless,2017-02-17 11:53:43,9,Dem,0.281765341758728,0.045227922000000004,0.9666670560836792,0.020704757422208786
"@williamlegate @realDonaldTrump Reminds you of back then when ""things were different"", huh? Or it's just because he's famous. Just a trend.",2017-02-17 11:53:49,7,Rep,0.2332760840654373,0.00047398667,0.4764596819877625,0.3609624207019806
@realDonaldTrump Pensacola Florida has been very nice weather right now! Please come see use!!!!  Keep the great work!!! We love ❤️ YOU,2017-02-17 11:53:55,13,Rep,0.16949917376041412,0.8045583000000001,0.830120325088501,0.03934527188539505
@VeeVee @realDonaldTrump ...28 vacations totaling 217 days and was even golfing while Americans  were dying in Benghazi you idiot.[2/2],2017-02-17 11:54:03,13,Rep,0.22236014902591705,0.03217243,0.3820905983448029,0.915771186351776
@ZettAguado @rmgg5553 @BryanDawsonUSA @realDonaldTrump  A village's women are all impregnated with alien children who plan to replace humans,2017-02-17 08:48:04,8,Rep,0.13103890419006348,0.0023512344,0.7863693833351135,0.858832061290741
@DrewGriffinCNN @DHSgov @realDonaldTrump This sort of thing could make @JeffZuckerCNN's network very relevant again.,2017-02-17 08:48:59,6,Rep,0.2267497777938843,0.004362548,0.5054537057876587,0.05025507509708405
Everyone welcome! Need cash? Rent your car! https://t.co/oJj4fBF2sm @realdonaldtrump #Iran #Iraq #Libya #Somalia… https://t.co/FKLH0iH6F9,2017-02-17 11:52:08,6,Nothing,0.30937981605529785,0.0019816682,0.21894896030426025,0.042701620608568185
"@DocThompsonShow #WhatILearnedToday Apparently @realDonaldTrump doesn't Google. He just gets on his computer to look something up, and Bing!",2017-02-17 11:52:20,7,Rep,0.3254459500312805,0.30851424,0.2451838701963425,0.09722679108381273
I wonder if the North Koreans think @realDonaldTrump is crazy?,2017-02-17 11:52:25,5,Rep,0.23877067863941195,0.0021374595999999997,0.4877065420150757,0.6631683111190796
@realDonaldTrump can't wait to see what type of toddler fit you'll throw today. Wahhhh!,2017-02-17 11:52:41,9,Rep,0.157515287399292,0.004513395,0.10157708823680878,0.11086995899677277
"Well no, The media is the media, they can't be fake! Lordy what a dim wit you are Donald! #Resist #TheResistance https://t.co/jyDeOB80Ko",2017-02-17 11:52:43,9,Nothing,0.3935639262199402,0.0011091813,0.27167558670043945,0.6554871201515198
@RupertMyers @realDonaldTrump this is the tweet from a 'politcal correspondant'. Any wonder normal people dont listen to MSM,2017-02-17 11:52:44,9,Rep,0.1566280722618103,0.079747275,0.4620805382728577,0.15162602066993713
"@realDonaldTrump Low income familys have hope now more than ever, Lets build and MAGA welders,masons,framers,plumbers and more support you!!",2017-02-17 11:52:58,13,Rep,0.2571386694908142,0.0033309654999999997,0.29347577691078186,0.2148119956254959
@Poptropica @realDonaldTrump Maybe he will try and make a Poptropica account and start playing that game.,2017-02-17 11:53:03,8,Rep,0.3308932185173035,0.0011138731,0.04083292931318283,0.09395528584718704
@realDonaldTrump Patriots know the media: 1. are biased &amp; liars. 2. must feel relevant 3. are shown how irrelevant they are by you DAILY,2017-02-17 11:53:10,15,Rep,0.09475002437829973,0.000103729995,0.93023419380188,0.4601255655288696
@realDonaldTrump is a national embarrassment. Resist his 'fine-tuned machine'. https://t.co/J8Ec5AfpXV,2017-02-17 11:53:11,6,Rep,0.1677723079919815,0.004357226,0.355680376291275,0.3288698196411133
"@butchparnell @realDonaldTrump  And are those drugs legal? Do you get them from your little Napoleon son, what's his name..Oh Donnie Jr.?",2017-02-17 11:53:14,10,Rep,0.12402170896530153,0.0037566540000000003,0.8221514821052551,0.5583420395851135
"Okay. This confirms that Trump lives in his own reality.

I don't think I've ever seen someone this deluded, especi… https://t.co/nlvxsX1iro",2017-02-17 11:53:19,11,Rep,0.12206105887889862,0.008914805,0.5444003939628601,0.5273708105087279
Just when I think you've already said the dumbest shit a president could say.... R U fucking kidding me? Rush ? https://t.co/8MVD3LYf2m,2017-02-17 11:53:34,13,Nothing,0.3829408884048462,0.33704656,0.7649424076080322,0.9909249544143676
@Mike_P_Williams @realDonaldTrump free press? Do you listen to yourself?  Hahaha.  I know it.U know it.if trump is attacked.he well counter!,2017-02-17 11:53:37,11,Rep,0.2264242172241211,0.011797206000000001,0.1288556158542633,0.3524040877819061
"@realDonaldTrump You Mr. President said it best, They (the media) don't get it but we the people do get it! We see what's going on. #DTS",2017-02-17 11:53:54,10,Rep,0.3994059860706329,0.13740745,0.4961492717266083,0.07121909409761429
@realDonaldTrump Go get 'em Mr. President and congrats on the presser of ALL TIME. You REALLY nailed it and nailed… https://t.co/ND5FkHpG0n,2017-02-17 11:53:59,11,Rep,0.35834163427352905,0.42806759999999994,0.4728171825408936,0.3088389337062836
@realdonaldtrump  most of these people just piggy back off of some other smchuck on here with smears grow up America your embarrassing.,2017-02-17 11:54:05,8,Nothing,0.2018599808216095,0.0008514256300000001,0.6631006002426147,0.486307293176651
Exactly. Your guy had eight free years to rein unbridled terror on America. He and you are over. Long live Twitter… https://t.co/lWNpzUjDPL,2017-02-17 08:47:14,12,Nothing,0.2306375801563263,0.023151467000000002,0.10437003523111343,0.2326512634754181
@realDonaldTrump Most people said they were frightened by your horrible speech.  You are an imbecile,2017-02-17 11:52:13,6,Rep,0.13245122134685516,4.574004e-05,0.3840262591838837,0.5112124085426331
"Dear @realDonaldTrump For someone who doesn't like #Fake things, an awful lot of your followers on twitter appear to be fake accounts...",2017-02-17 11:52:18,11,Rep,0.09014324098825456,0.0007450823,0.4790449440479279,0.14412620663642886
"They say @realDonaldTrump aka #TinyFingeredFerretWearingGibbon speaks from the gut, they're wrong, its from lower in the intestinal tract",2017-02-17 11:52:20,8,Rep,0.12468717247247695,0.28777853,0.2493110299110413,0.10834870487451552
Liberalism is a mental disorder! @realDonaldTrump  you're the man! Keep up the good work... https://t.co/vofPj9V5EE,2017-02-17 11:52:24,7,Rep,0.5027132034301758,0.22154120000000002,0.8300710916519165,0.753025233745575
@OfficialSPGB @realDonaldTrump It was held at Orlando airport. Clearly not enough people to fill LAX or O'Hare. Sad!,2017-02-17 11:52:32,11,Rep,0.3614177405834198,0.0050560003,0.2699100375175476,0.2520655393600464
@realDonaldTrump Mr FLYNN your LUNCH Is here off the EAST COAST. RUSSIAN SUB,2017-02-17 11:52:35,7,Rep,0.18145018815994265,0.053188026,0.942592442035675,0.21333386003971103
@realDonaldTrump Did you read all the reviews that compared you to Captain. Queeg?,2017-02-17 11:52:47,5,Rep,0.2745338380336761,0.025984333999999998,0.6648280024528503,0.06749403476715088
@realDonaldTrump You gonna get Lockheed on the phone for a private chat with the Boeing board?,2017-02-17 11:52:48,8,Rep,0.2072677463293076,0.002781659,0.10621195286512376,0.2776167690753937
@crehage @realDonaldTrump sell more of this uraniums thing to Russia like madame president hilary!  Or make a uraniums deals with iran!,2017-02-17 11:52:54,12,Rep,0.26524364948272705,1.1438838e-05,0.7803726792335509,0.2671718299388885
@realDonaldTrump InORDER to avoid political opponents attacks TRANSPARENT COMMUNICATION Relate OBJECTIVELY To BASES of CHANGES must be give.,2017-02-17 11:52:56,13,Rep,0.22572001814842224,0.00015583102,0.7089754343032837,0.20347218215465546
@realDonaldTrump the tabloid..i.e. Fake news lost all credibility long ago.. They have been in the militant leftist den for over a decade.,2017-02-17 11:53:01,12,Rep,0.11877630650997162,0.00015501118,0.5322186350822449,0.5139228105545044
